study: 1from: 4000 successful	time increment: 0.4288954734802246	 total time: 0.4288954734802246
study: 2651from: 4000 successful	time increment: 0.29199719429016113	 total time: 618.5588278770447
study: 2652from: 4000 successful	time increment: 0.197906494140625	 total time: 618.7567343711853
study: 2653from: 4000 successful	time increment: 0.3290421962738037	 total time: 619.0857765674591
study: 2654from: 4000 successful	time increment: 0.16237664222717285	 total time: 619.2481532096863
study: 2655from: 4000 successful	time increment: 0.30431461334228516	 total time: 619.5524678230286
study: 2656from: 4000 successful	time increment: 0.35108017921447754	 total time: 619.903548002243
study: 2657from: 4000 successful	time increment: 0.32662415504455566	 total time: 620.2301721572876
study: 2658from: 4000 successful	time increment: 0.15741801261901855	 total time: 620.3875901699066
study: 2659from: 4000 successful	time increment: 0.19872808456420898	 total time: 620.5863182544708
study: 2660from: 4000 successful	time increment: 0.2702476978302002	 total time: 620.856565952301
study: 2661from: 4000 successful	time increment: 0.18381667137145996	 total time: 621.0403826236725
study: 2662from: 4000 successful	time increment: 0.36157751083374023	 total time: 621.4019601345062
study: 2663from: 4000 successful	time increment: 0.1612377166748047	 total time: 621.563197851181
study: 2664from: 4000 successful	time increment: 0.1500856876373291	 total time: 621.7132835388184
study: 2665from: 4000 successful	time increment: 0.24690914154052734	 total time: 621.9601926803589
study: 2666from: 4000 successful	time increment: 0.18705415725708008	 total time: 622.147246837616
study: 2667from: 4000 successful	time increment: 0.15912771224975586	 total time: 622.3063745498657
study: 2668from: 4000 successful	time increment: 0.2598001956939697	 total time: 622.5661747455597
study: 2669from: 4000 successful	time increment: 0.11547255516052246	 total time: 622.6816473007202
study: 2670from: 4000 successful	time increment: 0.22842049598693848	 total time: 622.9100677967072
study: 2671from: 4000 successful	time increment: 0.2593197822570801	 total time: 623.1693875789642
study: 2672from: 4000 successful	time increment: 0.3321201801300049	 total time: 623.5015077590942
study: 2673from: 4000 successful	time increment: 0.17566132545471191	 total time: 623.677169084549
study: 2674from: 4000 successful	time increment: 0.33594536781311035	 total time: 624.0131144523621
study: 2675from: 4000 successful	time increment: 0.16969656944274902	 total time: 624.1828110218048
study: 2676from: 4000 successful	time increment: 0.20482134819030762	 total time: 624.3876323699951
study: 2677from: 4000 successful	time increment: 0.10533905029296875	 total time: 624.4929714202881
study: 2678from: 4000 successful	time increment: 0.1462106704711914	 total time: 624.6391820907593
study: 2679from: 4000 successful	time increment: 0.180084228515625	 total time: 624.8192663192749
study: 2680from: 4000 successful	time increment: 0.2361586093902588	 total time: 625.0554249286652
study: 2681from: 4000 successful	time increment: 0.3007223606109619	 total time: 625.3561472892761
study: 2682from: 4000 successful	time increment: 0.1653435230255127	 total time: 625.5214908123016
study: 2683from: 4000 successful	time increment: 0.20249032974243164	 total time: 625.7239811420441
study: 2684from: 4000 successful	time increment: 0.2428731918334961	 total time: 625.9668543338776
study: 2685from: 4000 successful	time increment: 0.24501562118530273	 total time: 626.2118699550629
study: 2686from: 4000 successful	time increment: 0.22313380241394043	 total time: 626.4350037574768
study: 2687from: 4000 successful	time increment: 0.2741706371307373	 total time: 626.7091743946075
study: 2688from: 4000 successful	time increment: 0.2690620422363281	 total time: 626.9782364368439
study: 2689from: 4000 successful	time increment: 0.11200165748596191	 total time: 627.0902380943298
study: 2690from: 4000 successful	time increment: 0.23332619667053223	 total time: 627.3235642910004
study: 2691from: 4000 successful	time increment: 0.24941229820251465	 total time: 627.5729765892029
study: 2692from: 4000 successful	time increment: 0.31234288215637207	 total time: 627.8853194713593
study: 2693from: 4000 successful	time increment: 0.2508842945098877	 total time: 628.1362037658691
study: 2694from: 4000 successful	time increment: 0.26102685928344727	 total time: 628.3972306251526
study: 2695from: 4000 successful	time increment: 0.23952794075012207	 total time: 628.6367585659027
study: 2696from: 4000 successful	time increment: 0.23051047325134277	 total time: 628.867269039154
study: 2697from: 4000 successful	time increment: 0.1563863754272461	 total time: 629.0236554145813
study: 2698from: 4000 successful	time increment: 0.4496300220489502	 total time: 629.4732854366302
study: 2699from: 4000 successful	time increment: 0.185654878616333	 total time: 629.6589403152466
study: 2700from: 4000 successful	time increment: 0.17092609405517578	 total time: 629.8298664093018
study: 2701from: 4000 successful	time increment: 0.3012998104095459	 total time: 630.1311662197113
study: 2702from: 4000 successful	time increment: 0.22422456741333008	 total time: 630.3553907871246
study: 2703from: 4000 successful	time increment: 0.45085692405700684	 total time: 630.8062477111816
study: 2704from: 4000 successful	time increment: 0.3332359790802002	 total time: 631.1394836902618
study: 2705from: 4000 successful	time increment: 0.1658482551574707	 total time: 631.3053319454193
study: 2706from: 4000 successful	time increment: 0.18291234970092773	 total time: 631.4882442951202
study: 2707from: 4000 successful	time increment: 0.31292724609375	 total time: 631.801171541214
study: 2708from: 4000 successful	time increment: 0.33156275749206543	 total time: 632.132734298706
study: 2709from: 4000 successful	time increment: 0.2133803367614746	 total time: 632.3461146354675
study: 2710from: 4000 successful	time increment: 0.14040088653564453	 total time: 632.4865155220032
study: 2711from: 4000 successful	time increment: 0.30203676223754883	 total time: 632.7885522842407
study: 2712from: 4000 successful	time increment: 0.18639874458312988	 total time: 632.9749510288239
study: 2713from: 4000 successful	time increment: 0.2955336570739746	 total time: 633.2704846858978
study: 2714from: 4000 successful	time increment: 0.2773103713989258	 total time: 633.5477950572968
study: 2715from: 4000 successful	time increment: 0.23169898986816406	 total time: 633.7794940471649
study: 2716from: 4000 successful	time increment: 0.24417734146118164	 total time: 634.0236713886261
study: 2717from: 4000 successful	time increment: 0.21390056610107422	 total time: 634.2375719547272
study: 2718from: 4000 successful	time increment: 0.23671650886535645	 total time: 634.4742884635925
study: 2719from: 4000 successful	time increment: 0.22345209121704102	 total time: 634.6977405548096
study: 2720from: 4000 successful	time increment: 0.18688082695007324	 total time: 634.8846213817596
study: 2721from: 4000 successful	time increment: 0.115020751953125	 total time: 634.9996421337128
study: 2722from: 4000 successful	time increment: 0.31566357612609863	 total time: 635.3153057098389
study: 2723from: 4000 successful	time increment: 0.35938096046447754	 total time: 635.6746866703033
study: 2724from: 4000 successful	time increment: 0.254260778427124	 total time: 635.9289474487305
study: 2725from: 4000 successful	time increment: 0.2705838680267334	 total time: 636.1995313167572
study: 2726from: 4000 successful	time increment: 0.2423698902130127	 total time: 636.4419012069702
study: 2727from: 4000 successful	time increment: 0.20736384391784668	 total time: 636.6492650508881
study: 2728from: 4000 successful	time increment: 0.19864320755004883	 total time: 636.8479082584381
study: 2729from: 4000 successful	time increment: 0.1647505760192871	 total time: 637.0126588344574
study: 2730from: 4000 successful	time increment: 0.146773099899292	 total time: 637.1594319343567
study: 2731from: 4000 successful	time increment: 0.2153339385986328	 total time: 637.3747658729553
study: 2732from: 4000 successful	time increment: 0.22326111793518066	 total time: 637.5980269908905
study: 2733from: 4000 successful	time increment: 0.33093953132629395	 total time: 637.9289665222168
study: 2734from: 4000 successful	time increment: 0.22030901908874512	 total time: 638.1492755413055
study: 2735from: 4000 successful	time increment: 0.3667304515838623	 total time: 638.5160059928894
study: 2736from: 4000 successful	time increment: 0.3023414611816406	 total time: 638.818347454071
study: 2737from: 4000 successful	time increment: 0.25511622428894043	 total time: 639.07346367836
study: 2738from: 4000 successful	time increment: 0.23215842247009277	 total time: 639.3056221008301
study: 2739from: 4000 successful	time increment: 0.2741360664367676	 total time: 639.5797581672668
study: 2740from: 4000 successful	time increment: 0.2360069751739502	 total time: 639.8157651424408
study: 2741from: 4000 successful	time increment: 0.2602548599243164	 total time: 640.0760200023651
study: 2742from: 4000 successful	time increment: 0.1930220127105713	 total time: 640.2690420150757
study: 2743from: 4000 successful	time increment: 0.19667410850524902	 total time: 640.4657161235809
study: 2744from: 4000 successful	time increment: 0.17292261123657227	 total time: 640.6386387348175
study: 2745from: 4000 successful	time increment: 0.2155909538269043	 total time: 640.8542296886444
study: 2746from: 4000 successful	time increment: 0.3951411247253418	 total time: 641.2493708133698
study: 2747from: 4000 successful	time increment: 0.17995595932006836	 total time: 641.4293267726898
study: 2748from: 4000 successful	time increment: 0.11156105995178223	 total time: 641.5408878326416
study: 2749from: 4000 successful	time increment: 0.18015408515930176	 total time: 641.7210419178009
study: 2750from: 4000 successful	time increment: 0.18723797798156738	 total time: 641.9082798957825
study: 2751from: 4000 successful	time increment: 0.33793020248413086	 total time: 642.2462100982666
study: 2752from: 4000 successful	time increment: 0.0752713680267334	 total time: 642.3214814662933
study: 2753from: 4000 successful	time increment: 0.26580262184143066	 total time: 642.5872840881348
study: 2754from: 4000 successful	time increment: 0.35793566703796387	 total time: 642.9452197551727
study: 2755from: 4000 successful	time increment: 0.27275657653808594	 total time: 643.2179763317108
study: 2756from: 4000 successful	time increment: 0.4285409450531006	 total time: 643.6465172767639
study: 2757from: 4000 successful	time increment: 0.2163219451904297	 total time: 643.8628392219543
study: 2758from: 4000 successful	time increment: 0.24260926246643066	 total time: 644.1054484844208
study: 2759from: 4000 successful	time increment: 0.20698094367980957	 total time: 644.3124294281006
study: 2760from: 4000 successful	time increment: 0.18517589569091797	 total time: 644.4976053237915
study: 2761from: 4000 successful	time increment: 0.1817302703857422	 total time: 644.6793355941772
study: 2762from: 4000 successful	time increment: 0.2290201187133789	 total time: 644.9083557128906
