study: 1from: 4000 successful	time increment: 0.515716552734375	 total time: 0.515716552734375
study: 2434from: 4000 successful	time increment: 0.18150830268859863	 total time: 559.7234511375427
study: 2435from: 4000 successful	time increment: 0.20351147651672363	 total time: 559.9269626140594
study: 2436from: 4000 successful	time increment: 0.20686554908752441	 total time: 560.133828163147
study: 2437from: 4000 successful	time increment: 0.24271321296691895	 total time: 560.3765413761139
study: 2438from: 4000 successful	time increment: 0.2087855339050293	 total time: 560.5853269100189
study: 2439from: 4000 successful	time increment: 0.2631080150604248	 total time: 560.8484349250793
study: 2440from: 4000 successful	time increment: 0.12763309478759766	 total time: 560.976068019867
study: 2441from: 4000 successful	time increment: 0.27742695808410645	 total time: 561.253494977951
study: 2442from: 4000 successful	time increment: 0.2435612678527832	 total time: 561.4970562458038
study: 2443from: 4000 successful	time increment: 0.19597291946411133	 total time: 561.693029165268
study: 2444from: 4000 successful	time increment: 0.23639440536499023	 total time: 561.9294235706329
study: 2445from: 4000 successful	time increment: 0.14757108688354492	 total time: 562.0769946575165
study: 2446from: 4000 successful	time increment: 0.14686369895935059	 total time: 562.2238583564758
study: 2447from: 4000 successful	time increment: 0.22872591018676758	 total time: 562.4525842666626
study: 2448from: 4000 successful	time increment: 0.23360371589660645	 total time: 562.6861879825592
study: 2449from: 4000 successful	time increment: 0.21451663970947266	 total time: 562.9007046222687
study: 2450from: 4000 successful	time increment: 0.1576075553894043	 total time: 563.0583121776581
study: 2451from: 4000 successful	time increment: 0.1812732219696045	 total time: 563.2395853996277
study: 2452from: 4000 successful	time increment: 0.2040708065032959	 total time: 563.443656206131
study: 2453from: 4000 successful	time increment: 0.25104308128356934	 total time: 563.6946992874146
study: 2454from: 4000 successful	time increment: 0.2881901264190674	 total time: 563.9828894138336
study: 2455from: 4000 successful	time increment: 0.24157428741455078	 total time: 564.2244637012482
study: 2456from: 4000 successful	time increment: 0.18607330322265625	 total time: 564.4105370044708
study: 2457from: 4000 successful	time increment: 0.13985657691955566	 total time: 564.5503935813904
study: 2458from: 4000 successful	time increment: 0.25070810317993164	 total time: 564.8011016845703
study: 2459from: 4000 successful	time increment: 0.10701465606689453	 total time: 564.9081163406372
study: 2460from: 4000 successful	time increment: 0.27356576919555664	 total time: 565.1816821098328
study: 2461from: 4000 successful	time increment: 0.20623445510864258	 total time: 565.3879165649414
study: 2462from: 4000 successful	time increment: 0.2250680923461914	 total time: 565.6129846572876
study: 2463from: 4000 successful	time increment: 0.33536529541015625	 total time: 565.9483499526978
study: 2464from: 4000 successful	time increment: 0.13918638229370117	 total time: 566.0875363349915
study: 2465from: 4000 successful	time increment: 0.21427440643310547	 total time: 566.3018107414246
study: 2466from: 4000 successful	time increment: 0.22584009170532227	 total time: 566.5276508331299
study: 2467from: 4000 successful	time increment: 0.1799619197845459	 total time: 566.7076127529144
study: 2468from: 4000 successful	time increment: 0.2129051685333252	 total time: 566.9205179214478
study: 2469from: 4000 successful	time increment: 0.23463892936706543	 total time: 567.1551568508148
study: 2470from: 4000 successful	time increment: 0.2516672611236572	 total time: 567.4068241119385
study: 2471from: 4000 successful	time increment: 0.20015430450439453	 total time: 567.6069784164429
study: 2472from: 4000 successful	time increment: 0.23875975608825684	 total time: 567.8457381725311
study: 2473from: 4000 successful	time increment: 0.2547905445098877	 total time: 568.100528717041
study: 2474from: 4000 successful	time increment: 0.15221858024597168	 total time: 568.252747297287
study: 2475from: 4000 successful	time increment: 0.13974785804748535	 total time: 568.3924951553345
study: 2476from: 4000 successful	time increment: 0.14275646209716797	 total time: 568.5352516174316
study: 2477from: 4000 successful	time increment: 0.30327939987182617	 total time: 568.8385310173035
study: 2478from: 4000 successful	time increment: 0.17479276657104492	 total time: 569.0133237838745
study: 2479from: 4000 successful	time increment: 0.34038591384887695	 total time: 569.3537096977234
study: 2480from: 4000 successful	time increment: 0.30976247787475586	 total time: 569.6634721755981
study: 2481from: 4000 successful	time increment: 0.22488188743591309	 total time: 569.8883540630341
study: 2482from: 4000 successful	time increment: 0.20435070991516113	 total time: 570.0927047729492
study: 2483from: 4000 successful	time increment: 0.19951629638671875	 total time: 570.2922210693359
study: 2484from: 4000 successful	time increment: 0.1694347858428955	 total time: 570.4616558551788
study: 2485from: 4000 successful	time increment: 0.3101820945739746	 total time: 570.7718379497528
study: 2486from: 4000 successful	time increment: 0.1944434642791748	 total time: 570.966281414032
study: 2487from: 4000 successful	time increment: 0.34113574028015137	 total time: 571.3074171543121
study: 2488from: 4000 successful	time increment: 0.2951009273529053	 total time: 571.602518081665
study: 2489from: 4000 successful	time increment: 0.22007226943969727	 total time: 571.8225903511047
study: 2490from: 4000 successful	time increment: 0.19983768463134766	 total time: 572.0224280357361
study: 2491from: 4000 successful	time increment: 0.2430567741394043	 total time: 572.2654848098755
study: 2492from: 4000 successful	time increment: 0.20900249481201172	 total time: 572.4744873046875
study: 2493from: 4000 successful	time increment: 0.20207953453063965	 total time: 572.6765668392181
study: 2494from: 4000 successful	time increment: 0.1996924877166748	 total time: 572.8762593269348
study: 2495from: 4000 successful	time increment: 0.22854137420654297	 total time: 573.1048007011414
study: 2496from: 4000 successful	time increment: 0.23104095458984375	 total time: 573.3358416557312
study: 2497from: 4000 successful	time increment: 0.25574779510498047	 total time: 573.5915894508362
study: 2498from: 4000 successful	time increment: 0.27862048149108887	 total time: 573.8702099323273
study: 2499from: 4000 successful	time increment: 0.24672484397888184	 total time: 574.1169347763062
study: 2500from: 4000 successful	time increment: 0.21387958526611328	 total time: 574.3308143615723
study: 2501from: 4000 successful	time increment: 0.11332440376281738	 total time: 574.4441387653351
study: 2502from: 4000 successful	time increment: 0.23174285888671875	 total time: 574.6758816242218
study: 2503from: 4000 successful	time increment: 0.19293689727783203	 total time: 574.8688185214996
study: 2504from: 4000 successful	time increment: 0.25940394401550293	 total time: 575.1282224655151
study: 2505from: 4000 successful	time increment: 0.3816845417022705	 total time: 575.5099070072174
study: 2506from: 4000 successful	time increment: 0.24074006080627441	 total time: 575.7506470680237
study: 2507from: 4000 successful	time increment: 0.1968212127685547	 total time: 575.9474682807922
study: 2508from: 4000 successful	time increment: 0.18545031547546387	 total time: 576.1329185962677
study: 2509from: 4000 successful	time increment: 0.33450841903686523	 total time: 576.4674270153046
study: 2510from: 4000 successful	time increment: 0.22316813468933105	 total time: 576.6905951499939
study: 2511from: 4000 successful	time increment: 0.24449968338012695	 total time: 576.935094833374
study: 2512from: 4000 successful	time increment: 0.24765992164611816	 total time: 577.1827547550201
study: 2513from: 4000 successful	time increment: 0.26933765411376953	 total time: 577.4520924091339
study: 2514from: 4000 successful	time increment: 0.2515101432800293	 total time: 577.7036025524139
study: 2515from: 4000 successful	time increment: 0.18425941467285156	 total time: 577.8878619670868
study: 2516from: 4000 successful	time increment: 0.16217660903930664	 total time: 578.0500385761261
study: 2517from: 4000 successful	time increment: 0.22081613540649414	 total time: 578.2708547115326
study: 2518from: 4000 successful	time increment: 0.25606656074523926	 total time: 578.5269212722778
study: 2519from: 4000 successful	time increment: 0.30771732330322266	 total time: 578.834638595581
study: 2520from: 4000 successful	time increment: 0.22290635108947754	 total time: 579.0575449466705
study: 2521from: 4000 successful	time increment: 0.1453392505645752	 total time: 579.2028841972351
study: 2522from: 4000 successful	time increment: 0.21404409408569336	 total time: 579.4169282913208
study: 2523from: 4000 successful	time increment: 0.1903231143951416	 total time: 579.6072514057159
study: 2524from: 4000 successful	time increment: 0.26491260528564453	 total time: 579.8721640110016
study: 2525from: 4000 successful	time increment: 0.15529251098632812	 total time: 580.0274565219879
study: 2526from: 4000 successful	time increment: 0.25359654426574707	 total time: 580.2810530662537
study: 2527from: 4000 successful	time increment: 0.22977566719055176	 total time: 580.5108287334442
study: 2528from: 4000 successful	time increment: 0.17532062530517578	 total time: 580.6861493587494
study: 2529from: 4000 successful	time increment: 0.12668943405151367	 total time: 580.8128387928009
study: 2530from: 4000 successful	time increment: 0.25342893600463867	 total time: 581.0662677288055
study: 2531from: 4000 successful	time increment: 0.30173492431640625	 total time: 581.368002653122
study: 2532from: 4000 successful	time increment: 0.254896879196167	 total time: 581.6228995323181
study: 2533from: 4000 successful	time increment: 0.4027099609375	 total time: 582.0256094932556
study: 2534from: 4000 successful	time increment: 0.14249205589294434	 total time: 582.1681015491486
study: 2535from: 4000 successful	time increment: 0.24478745460510254	 total time: 582.4128890037537
study: 2536from: 4000 successful	time increment: 0.2335798740386963	 total time: 582.6464688777924
study: 2537from: 4000 successful	time increment: 0.13213586807250977	 total time: 582.7786047458649
study: 2538from: 4000 successful	time increment: 0.2515718936920166	 total time: 583.0301766395569
study: 2539from: 4000 successful	time increment: 0.27358245849609375	 total time: 583.303759098053
study: 2540from: 4000 successful	time increment: 0.19779467582702637	 total time: 583.50155377388
study: 2541from: 4000 successful	time increment: 0.23915719985961914	 total time: 583.7407109737396
study: 2542from: 4000 successful	time increment: 0.30524230003356934	 total time: 584.0459532737732
study: 2543from: 4000 successful	time increment: 0.1735973358154297	 total time: 584.2195506095886
study: 2544from: 4000 successful	time increment: 0.11025190353393555	 total time: 584.3298025131226
